time,x_true,y_true,yaw_true,ekf_x,ekf_y,ekf_yaw,nkf_yaw_error
12.433,2.89914,-2.88879,2.9617,2.88029,-2.86942,2.93853,0.0614527
12.483,2.89601,-2.88809,2.9604,2.87773,-2.86889,2.93853,0.0601527
12.524,2.89268,-2.88708,2.9592,2.87386,-2.8681,2.93853,0.0589527
12.575,2.88996,-2.88694,2.9606,2.86998,-2.8673,2.93853,0.0603527
12.625,2.88648,-2.88618,2.9626,2.86723,-2.86673,2.93853,0.0623527
12.662,2.88573,-2.88594,2.9624,2.86657,-2.8666,2.93853,0.0621527
12.676,2.88266,-2.8854,2.961,2.86382,-2.86603,2.93853,0.0607527
12.727,2.87882,-2.88493,2.9628,2.8608,-2.86541,2.93853,0.0625527
12.778,2.87694,-2.88449,2.9622,2.85843,-2.86492,2.93853,0.0619527
12.808,2.87635,-2.88437,2.9614,2.85607,-2.86444,2.93853,0.0611527
12.859,2.87242,-2.88348,2.9606,2.85259,-2.86372,2.93853,0.0603527
12.89,2.86956,-2.88308,2.9605,2.85043,-2.86327,2.93853,0.0602527
12.931,2.86671,-2.88265,2.9621,2.84872,-2.86292,2.93853,0.0618527
12.961,2.86606,-2.88242,2.9633,2.8459,-2.86234,2.93853,0.0630527
13.012,2.86212,-2.88153,2.9644,2.84249,-2.86164,2.93853,0.0641527
13.073,2.85878,-2.88143,2.9602,2.83927,-2.86098,2.93853,0.0599527
13.093,2.85705,-2.88082,2.9614,2.83855,-2.86083,2.93853,0.0611527
13.114,2.85648,-2.8806,2.9619,2.83593,-2.86029,2.93853,0.0616527
13.165,2.85272,-2.87972,2.9618,2.82589,-2.85822,2.93853,0.0615527
13.327,2.84116,-2.87778,2.9593,2.8209,-2.85719,2.93853,0.0590527
13.377,2.83718,-2.87715,2.9601,2.81919,-2.85684,2.93853,0.0598527
13.398,2.83661,-2.87703,2.9602,2.81735,-2.85646,2.93853,0.0599527
13.438,2.83461,-2.87657,2.9613,2.81427,-2.85583,2.93853,0.0610527
13.489,2.83125,-2.87606,2.9601,2.81178,-2.85532,2.93853,0.0598527
13.54,2.82819,-2.87536,2.9605,2.80935,-2.85482,2.93853,0.0602527
13.582,2.82548,-2.87516,2.9578,2.80626,-2.85418,2.93853,0.0575527
13.592,2.82503,-2.87505,2.9577,2.80607,-2.85414,2.93853,0.0574527
13.602,2.82394,-2.87479,2.9574,2.80528,-2.85398,2.93853,0.0571527
13.612,2.82325,-2.87463,2.9573,2.80475,-2.85387,2.93853,0.0570527
13.623,2.8225,-2.87443,2.9577,2.80279,-2.85346,2.93853,0.0574527
13.653,2.8201,-2.87374,2.9595,2.8016,-2.85322,2.93853,0.0592527
13.673,2.8185,-2.87345,2.9596,2.7997,-2.85283,2.93853,0.0593527
13.694,2.81776,-2.87344,2.9591,2.79918,-2.85272,2.93853,0.0588527
13.704,2.8158,-2.87321,2.9595,2.79832,-2.85255,2.93853,0.0592527
13.725,2.81517,-2.87302,2.9596,2.79649,-2.85217,2.93853,0.0593527
13.74,2.81452,-2.87282,2.9597,2.79622,-2.85211,2.93853,0.0594527
13.745,2.81391,-2.87257,2.9598,2.79596,-2.85206,2.93853,0.0595527
13.755,2.81331,-2.87236,2.9604,2.79511,-2.85188,2.93853,0.0601527
13.761,2.81274,-2.87228,2.9606,2.79491,-2.85184,2.93853,0.0603527
13.776,2.81212,-2.87221,2.9607,2.7932,-2.85149,2.93853,0.0604527
13.807,2.8101,-2.87196,2.9597,2.79183,-2.85121,2.93853,0.0594527
13.827,2.80864,-2.87167,2.9591,2.78986,-2.8508,2.93853,0.0588527
13.847,2.80619,-2.87115,2.9603,2.78887,-2.8506,2.93853,0.0600527
13.858,2.80538,-2.87104,2.9605,2.78828,-2.85048,2.93853,0.0602527
13.878,2.80464,-2.87092,2.961,2.78641,-2.85009,2.93853,0.0607527
13.909,2.80286,-2.87058,2.9624,2.78531,-2.84987,2.93853,0.0621527
13.911,2.80228,-2.87045,2.9629,2.78511,-2.84983,2.93853,0.0626527
13.929,2.80168,-2.87031,2.9633,2.78337,-2.84947,2.93853,0.0630527
13.941,2.80105,-2.87019,2.9636,2.78298,-2.84939,2.93853,0.0633527
13.96,2.79907,-2.86982,2.9644,2.78201,-2.84919,2.93853,0.0641527
13.97,2.79833,-2.86968,2.9645,2.7802,-2.84881,2.93853,0.0642527
13.991,2.79751,-2.86949,2.9648,2.77988,-2.84875,2.93853,0.0645527
14.011,2.79676,-2.86928,2.957,2.77774,-2.84831,2.93853,0.0567527
14.042,2.79418,-2.86887,2.9575,2.77664,-2.84808,2.93853,0.0572527
14.062,2.79267,-2.86884,2.9574,2.7747,-2.84768,2.93853,0.0571527
14.083,2.79098,-2.86804,2.9618,2.77374,-2.84748,2.93853,0.0615527
14.093,2.79051,-2.868,2.9617,2.77317,-2.84737,2.93853,0.0614527
14.124,2.78958,-2.86803,2.9592,2.77126,-2.84697,2.93853,0.0589527
14.134,2.78901,-2.868,2.9581,2.77081,-2.84688,2.93853,0.0578527
14.144,2.78771,-2.86788,2.9556,2.77024,-2.84676,2.93853,0.0553527
14.216,2.78265,-2.86693,2.959,2.76642,-2.84598,2.93853,0.0587527
14.237,2.7795,-2.86639,2.9619,2.76515,-2.84571,2.93853,0.0616527
14.257,2.77883,-2.86629,2.9625,2.76311,-2.8453,2.93853,0.0622527
14.278,2.77702,-2.86594,2.9643,2.76254,-2.84518,2.93853,0.0640527
14.298,2.77639,-2.8658,2.9641,2.76103,-2.84487,2.93853,0.0638527
14.31,2.77572,-2.86566,2.9637,2.76047,-2.84475,2.93853,0.0634527
14.329,2.77504,-2.8655,2.9634,2.75959,-2.84457,2.93853,0.0631527
14.333,2.7744,-2.86539,2.9628,2.7594,-2.84453,2.93853,0.0625527
14.349,2.77309,-2.86531,2.9612,2.75758,-2.84416,2.93853,0.0609527
14.38,2.77067,-2.86483,2.9603,2.75658,-2.84395,2.93853,0.0600527
14.401,2.7701,-2.8647,2.9604,2.7539,-2.84425,2.94882,0.000701754
14.411,2.76901,-2.86448,2.96,2.75339,-2.84415,2.94882,0.00110175
14.421,2.76851,-2.86446,2.9593,2.75258,-2.84399,2.94882,0.00180175
14.442,2.76799,-2.86445,2.9586,2.75082,-2.84365,2.94882,0.00250175
14.462,2.76687,-2.86429,2.9574,2.75044,-2.84358,2.94882,0.00370175
14.472,2.76626,-2.86425,2.9566,2.7495,-2.84339,2.94882,0.00450175
14.479,2.7656,-2.86418,2.956,2.74925,-2.84334,2.94882,0.00510175
14.503,2.7645,-2.86396,2.952,2.74743,-2.84299,2.94882,0.00910175
14.514,2.76369,-2.86383,2.9516,2.74686,-2.84288,2.94882,0.00950175
14.521,2.76197,-2.86338,2.9526,2.74542,-2.8426,2.94882,0.00850175
14.544,2.75952,-2.86278,2.9562,2.74454,-2.84242,2.94882,0.00490175
14.558,2.75877,-2.86247,2.9582,2.74397,-2.84231,2.94882,0.00290175
14.582,2.75814,-2.86239,2.9585,2.74248,-2.84202,2.94882,0.00260175
14.592,2.75758,-2.86235,2.9583,2.7423,-2.84199,2.94882,0.00280175
14.603,2.75656,-2.86238,2.957,2.74155,-2.84184,2.94882,0.00410175
14.613,2.75602,-2.86239,2.9562,2.74106,-2.84174,2.94882,0.00490175
14.623,2.75545,-2.86239,2.9552,2.73951,-2.84144,2.94882,0.00590175
14.644,2.75422,-2.86211,2.9541,2.73883,-2.84131,2.94882,0.00700175
14.654,2.75283,-2.86168,2.954,2.73803,-2.84115,2.94882,0.00710175
14.675,2.75208,-2.86146,2.9544,2.7363,-2.84082,2.94882,0.00670175
14.705,2.74967,-2.86114,2.956,2.73494,-2.84055,2.94882,0.00510175
14.726,2.74811,-2.86089,2.9575,2.73308,-2.84019,2.94882,0.00360175
14.766,2.74556,-2.86038,2.9602,2.73093,-2.83977,2.94882,0.000901754
14.787,2.74436,-2.85999,2.9609,2.73014,-2.83961,2.94882,0.000201754
14.797,2.74311,-2.85972,2.9598,2.72959,-2.83951,2.94882,0.00130175
14.848,2.73977,-2.85946,2.9532,2.72618,-2.83884,2.94882,0.00790175
14.858,2.73913,-2.85941,2.9531,2.7257,-2.83875,2.94882,0.00800175
14.879,2.73851,-2.85932,2.9533,2.72387,-2.83839,2.94882,0.00780175
14.899,2.73676,-2.85885,2.9543,2.72339,-2.8383,2.94882,0.00680175
14.909,2.73617,-2.85866,2.9547,2.72272,-2.83816,2.94882,0.00640175
14.93,2.73558,-2.85845,2.9554,2.72083,-2.8378,2.94882,0.00570175
14.961,2.73292,-2.85807,2.9555,2.71967,-2.83757,2.94882,0.00560175
14.971,2.73222,-2.85799,2.9553,2.71791,-2.83723,2.94882,0.00580175
15.001,2.73015,-2.85782,2.9536,2.71712,-2.83707,2.94882,0.00750175
15.022,2.72939,-2.85762,2.9538,2.71566,-2.83679,2.94882,0.00730175
15.063,2.72546,-2.85677,2.957,2.71287,-2.83624,2.94882,0.00410175
15.083,2.72416,-2.85643,2.9593,2.71197,-2.83607,2.94882,0.00180175
15.094,2.72362,-2.85622,2.9602,2.71143,-2.83596,2.94882,0.000901754
15.104,2.7231,-2.85611,2.9603,2.7097,-2.83562,2.94882,0.000801754
15.134,2.72144,-2.85579,2.9569,2.7088,-2.83545,2.94882,0.00420175
15.145,2.7207,-2.85567,2.9563,2.70856,-2.8354,2.94882,0.00480175
15.165,2.71994,-2.85559,2.9554,2.70682,-2.83506,2.94882,0.00570175
15.196,2.71681,-2.85499,2.9546,2.70557,-2.83482,2.94882,0.00650175
15.206,2.7162,-2.85508,2.9534,2.70395,-2.8345,2.94882,0.00770175
15.224,2.71559,-2.85485,2.954,2.70335,-2.83438,2.94882,0.00710175
15.247,2.7139,-2.85456,2.9564,2.70167,-2.83406,2.94882,0.00470175
15.277,2.71215,-2.85418,2.958,2.70054,-2.83384,2.94882,0.00310175
15.298,2.71107,-2.85388,2.9564,2.69886,-2.83351,2.94882,0.00470175
15.318,2.70967,-2.85358,2.9562,2.69784,-2.83331,2.94882,0.00490175
15.326,2.70808,-2.8534,2.9553,2.6973,-2.8332,2.94882,0.00580175
15.349,2.70726,-2.85329,2.9551,2.69563,-2.83288,2.94882,0.00600175
15.379,2.70497,-2.85305,2.9556,2.69455,-2.83267,2.94882,0.00550175
15.441,2.70063,-2.85162,2.9616,2.68988,-2.83175,2.94882,0.000498246
15.461,2.69953,-2.85147,2.961,2.6894,-2.83166,2.94882,0.000101754
15.482,2.69915,-2.85143,2.9586,2.68766,-2.83132,2.94882,0.00250175
15.513,2.6972,-2.85133,2.9565,2.68659,-2.83111,2.94882,0.00460175
15.533,2.69566,-2.85114,2.9552,2.68485,-2.83077,2.94882,0.00590175
15.553,2.69321,-2.85059,2.956,2.68383,-2.83057,2.94882,0.00510175
15.574,2.69193,-2.85032,2.9574,2.68198,-2.83021,2.94882,0.00370175
15.605,2.69047,-2.85014,2.9585,2.68108,-2.83004,2.94882,0.00260175
15.615,2.69001,-2.84975,2.9595,2.68024,-2.82987,2.94882,0.00160175
15.62,2.68956,-2.84966,2.9593,2.68006,-2.82984,2.94882,0.00180175
15.635,2.6891,-2.84961,2.9583,2.67832,-2.8295,2.94882,0.00280175
15.656,2.68853,-2.84953,2.9577,2.67779,-2.82939,2.94882,0.00340175
15.697,2.68626,-2.84926,2.9557,2.67545,-2.82894,2.94882,0.00540175
15.707,2.6845,-2.84902,2.9572,2.67491,-2.82883,2.94882,0.00390175
15.727,2.68223,-2.849,2.9568,2.67274,-2.82841,2.94882,0.00430175
15.746,2.68096,-2.84873,2.9563,2.67226,-2.82832,2.94882,0.00480175
15.758,2.68046,-2.84866,2.9559,2.67179,-2.82822,2.94882,0.00520175
15.778,2.67951,-2.84823,2.9563,2.67044,-2.82796,2.94882,0.00480175
15.789,2.67829,-2.84768,2.9566,2.66973,-2.82782,2.94882,0.00450175
15.809,2.67759,-2.84754,2.9559,2.66867,-2.82762,2.94882,0.00520175
15.83,2.67612,-2.84736,2.9543,2.66714,-2.82732,2.94882,0.00680175
15.85,2.67369,-2.8473,2.9533,2.6662,-2.82713,2.94882,0.00780175
15.86,2.67292,-2.84715,2.9538,2.66573,-2.82704,2.94882,0.00730175
15.871,2.6722,-2.84692,2.9548,2.66384,-2.82667,2.94882,0.00630175
15.901,2.67156,-2.84675,2.9556,2.66349,-2.8266,2.94882,0.00550175
15.911,2.67052,-2.84645,2.9564,2.66296,-2.8265,2.94882,0.00470175
15.912,2.67013,-2.84666,2.9543,2.66278,-2.82647,2.94882,0.00680175
15.922,2.66955,-2.84644,2.955,2.66113,-2.82614,2.94882,0.00610175
15.962,2.66703,-2.84569,2.9575,2.6589,-2.82571,2.94882,0.00360175
15.993,2.66481,-2.84527,2.9577,2.6579,-2.82551,2.94882,0.00340175
16.014,2.6642,-2.84524,2.9557,2.65613,-2.82517,2.94882,0.00540175
16.034,2.66186,-2.84495,2.9547,2.65525,-2.82499,2.94882,0.00640175
16.044,2.66044,-2.84471,2.9533,2.65467,-2.82488,2.94882,0.00780175
16.065,2.65982,-2.84455,2.9533,2.65299,-2.82455,2.94882,0.00780175
16.095,2.65839,-2.84417,2.9539,2.652,-2.82436,2.94882,0.00720175
16.116,2.65796,-2.84412,2.9534,2.65032,-2.82403,2.94882,0.00770175
16.136,2.65691,-2.84391,2.9531,2.6498,-2.82393,2.94882,0.00800175
16.147,2.65554,-2.84372,2.9529,2.64916,-2.82381,2.94882,0.00820175
16.167,2.65478,-2.84366,2.9524,2.64748,-2.82348,2.94882,0.00870175
16.188,2.65228,-2.84316,2.9523,2.64679,-2.82334,2.94882,0.00880175
16.189,2.65147,-2.84301,2.9527,2.64627,-2.82324,2.94882,0.00840175
16.208,2.65074,-2.84298,2.9524,2.64436,-2.82287,2.94882,0.00870175
16.259,2.64748,-2.84197,2.956,2.6421,-2.82243,2.94882,0.00510175
16.28,2.64647,-2.8418,2.9564,2.6414,-2.82229,2.94882,0.00470175
16.282,2.64599,-2.8418,2.9557,2.64123,-2.82226,2.94882,0.00540175
16.3,2.64546,-2.84182,2.9546,2.63984,-2.82199,2.94882,0.00650175
16.309,2.64489,-2.84182,2.9534,2.63949,-2.82192,2.94882,0.00770175
16.32,2.64424,-2.84184,2.9522,2.63891,-2.82181,2.94882,0.00890175
16.331,2.64278,-2.84174,2.9508,2.63828,-2.82168,2.94882,0.0103018
16.341,2.64198,-2.84163,2.9507,2.6366,-2.82135,2.94882,0.0104018
16.382,2.63972,-2.84125,2.9524,2.63556,-2.82115,2.94882,0.00870175
16.402,2.63849,-2.84075,2.9556,2.6339,-2.82083,2.94882,0.00550175
16.412,2.6376,-2.84052,2.9576,2.63333,-2.82072,2.94882,0.00350175
16.423,2.63723,-2.84036,2.9582,2.63321,-2.82069,2.94882,0.00290175
16.424,2.63689,-2.84024,2.9578,2.63276,-2.82061,2.94882,0.00330175
16.443,2.63654,-2.84024,2.9567,2.63105,-2.82027,2.94882,0.00440175
16.462,2.63616,-2.84025,2.9553,2.63094,-2.82025,2.94882,0.00580175
16.484,2.63518,-2.8401,2.954,2.62911,-2.81989,2.94882,0.00710175
16.496,2.63458,-2.83999,2.9537,2.62894,-2.81986,2.94882,0.00740175
16.505,2.63321,-2.8399,2.9538,2.62826,-2.81973,2.94882,0.00730175
16.515,2.63245,-2.83976,2.9546,2.62775,-2.81963,2.94882,0.00650175
16.52,2.63167,-2.83961,2.9555,2.62752,-2.81958,2.94882,0.00560175
16.536,2.63087,-2.83946,2.9562,2.6261,-2.81931,2.94882,0.00490175
16.556,2.63011,-2.83923,2.9572,2.62558,-2.81921,2.94882,0.00390175
16.558,2.62891,-2.83876,2.9583,2.62513,-2.81912,2.94882,0.00280175
16.577,2.62841,-2.83867,2.9581,2.62341,-2.81878,2.94365,0.00217225
16.59,2.62797,-2.83863,2.9573,2.62324,-2.81875,2.94285,0.00216829
16.592,2.62758,-2.83864,2.9562,2.62298,-2.8187,2.94166,0.0022623
16.607,2.62723,-2.83865,2.9551,2.62189,-2.81847,2.93649,0.00633621
16.617,2.62691,-2.83887,2.9537,2.62105,-2.8183,2.93251,0.0089163
16.628,2.62656,-2.83853,2.9547,2.61869,-2.81779,2.92136,0.0210602
16.648,2.62621,-2.83849,2.9546,2.61844,-2.81773,2.92017,0.0221543
16.649,2.62579,-2.83841,2.9545,2.61827,-2.8177,2.91937,0.0228503
16.651,2.62529,-2.83829,2.9542,2.61794,-2.81762,2.91778,0.0241423
16.658,2.62471,-2.8382,2.9534,2.61702,-2.81741,2.9134,0.0277202
16.679,2.62408,-2.83813,2.9526,2.61467,-2.81686,2.90226,0.0380643
16.72,2.62103,-2.83794,2.9513,2.6115,-2.81607,2.88713,0.0518882
16.761,2.61806,-2.83701,2.9547,2.60768,-2.81504,2.86883,0.0735962
16.791,2.61634,-2.83631,2.9508,2.60635,-2.81467,2.86246,0.0760642
16.812,2.61509,-2.8359,2.9361,2.60445,-2.81412,2.8533,0.0705182
16.822,2.61479,-2.83594,2.9292,2.60239,-2.81351,2.84335,0.0735683
16.873,2.61294,-2.83653,2.8958,2.59943,-2.81259,2.84296,0.0405663
16.895,2.61185,-2.83635,2.8902,2.5991,-2.81249,2.84296,0.0349663
16.904,2.61121,-2.83615,2.889,2.59882,-2.81241,2.84296,0.0337663
16.906,2.61053,-2.8359,2.8882,2.59827,-2.81223,2.84296,0.0329663
16.935,2.60986,-2.83562,2.8874,2.59657,-2.81171,2.84296,0.0321663
16.947,2.60925,-2.83535,2.886,2.59641,-2.81166,2.84296,0.0307663
16.95,2.6087,-2.83505,2.884,2.59613,-2.81158,2.84296,0.0287663
16.955,2.6082,-2.83483,2.8807,2.59586,-2.81149,2.84296,0.0254663
16.975,2.60778,-2.83474,2.8765,2.59472,-2.81114,2.84296,0.0212663
16.986,2.6071,-2.83474,2.8683,2.5939,-2.81089,2.84296,0.0130663
16.996,2.60648,-2.83478,2.8642,2.59346,-2.81076,2.84296,0.00896626
17.016,2.60609,-2.83469,2.8644,2.59183,-2.81025,2.84296,0.00916626
17.037,2.60563,-2.83456,2.8658,2.59161,-2.81019,2.84296,0.0105663
17.038,2.60503,-2.83441,2.868,2.59139,-2.81012,2.84296,0.0127663
17.047,2.60432,-2.83426,2.8708,2.5909,-2.80997,2.84296,0.0155663
17.067,2.60267,-2.83387,2.8765,2.58927,-2.80947,2.84296,0.0212663
17.098,2.60017,-2.83298,2.8793,2.58818,-2.80913,2.84296,0.0240663
17.119,2.59881,-2.8324,2.877,2.5866,-2.80864,2.84296,0.0217663
17.139,2.59713,-2.83209,2.8707,2.58606,-2.80848,2.84296,0.0154663
17.149,2.59659,-2.83209,2.8686,2.58551,-2.80831,2.84296,0.0133663
17.17,2.59607,-2.83209,2.8668,2.58442,-2.80797,2.84296,0.0115663
17.18,2.59558,-2.83208,2.8654,2.58442,-2.80797,2.84296,0.0101663
17.19,2.5947,-2.83194,2.8643,2.58437,-2.80796,2.84296,0.00906626
17.2,2.59431,-2.83182,2.8648,2.58306,-2.80755,2.84296,0.00956626
17.221,2.59395,-2.83166,2.8657,2.58262,-2.80742,2.84296,0.0104663
17.231,2.59359,-2.83145,2.8669,2.58208,-2.80725,2.84296,0.0116663
17.233,2.59321,-2.83123,2.8682,2.58192,-2.8072,2.84296,0.0129663
17.241,2.59276,-2.8309,2.8698,2.5805,-2.80677,2.84296,0.0145663
17.272,2.59095,-2.83027,2.8719,2.57963,-2.8065,2.84296,0.0166663
17.282,2.5902,-2.83017,2.8717,2.57919,-2.80636,2.84296,0.0164663
17.292,2.58939,-2.83008,2.871,2.57756,-2.80586,2.84296,0.0157663
17.316,2.58855,-2.82999,2.8698,2.57718,-2.80574,2.84296,0.0145663
17.333,2.58701,-2.82974,2.8671,2.57658,-2.80556,2.84296,0.0118663
17.353,2.58577,-2.82944,2.865,2.575,-2.80507,2.84296,0.00976626
17.363,2.58531,-2.8293,2.8644,2.57467,-2.80497,2.84296,0.00916626
17.369,2.58492,-2.82916,2.8642,2.57456,-2.80494,2.84296,0.00896626
17.371,2.58456,-2.82903,2.8644,2.57445,-2.8049,2.84296,0.00916626
17.374,2.58419,-2.82891,2.8647,2.57392,-2.80474,2.84296,0.00946626
17.394,2.58377,-2.82878,2.8652,2.57236,-2.80426,2.84296,0.00996626
17.415,2.58281,-2.82853,2.866,2.5721,-2.80418,2.84296,0.0107663
17.417,2.58231,-2.8284,2.8663,2.57167,-2.80405,2.84296,0.0110663
17.445,2.58178,-2.82824,2.8667,2.57033,-2.80363,2.84296,0.0114663
17.466,2.57994,-2.82775,2.8665,2.56942,-2.80335,2.84296,0.0112663
17.476,2.5793,-2.82757,2.8658,2.56781,-2.80286,2.84296,0.0105663
17.497,2.57798,-2.82723,2.8642,2.56739,-2.80273,2.84296,0.00896626
17.507,2.57729,-2.82706,2.8636,2.56701,-2.80261,2.84296,0.00836626
17.517,2.57585,-2.82666,2.8638,2.56653,-2.80247,2.84296,0.00856626
17.537,2.57512,-2.82643,2.8645,2.56498,-2.80199,2.84296,0.00926626
17.558,2.57319,-2.8257,2.868,2.56407,-2.80171,2.84296,0.0127663
17.578,2.57269,-2.82551,2.8689,2.56192,-2.80105,2.83539,0.0212283
17.597,2.57226,-2.82536,2.8693,2.56175,-2.80099,2.8346,0.0224243
17.599,2.57187,-2.82526,2.8691,2.56159,-2.80094,2.8338,0.0230203
17.601,2.57148,-2.82521,2.8682,2.56118,-2.80081,2.83181,0.0241103
17.609,2.57108,-2.82518,2.8669,2.56028,-2.80052,2.82743,0.0271883
17.629,2.57068,-2.82515,2.8657,2.55799,-2.79977,2.81629,0.0371323
17.645,2.57026,-2.82509,2.8648,2.55766,-2.79966,2.8147,0.0378243
17.65,2.5698,-2.82499,2.8644,2.55742,-2.79958,2.8135,0.0386183
17.652,2.56927,-2.82485,2.8644,2.55718,-2.7995,2.81231,0.0398123
17.66,2.56867,-2.82465,2.8648,2.5562,-2.79916,2.80753,0.0449883
17.68,2.568,-2.8244,2.8657,2.55377,-2.79831,2.79559,0.0578283
17.721,2.56503,-2.82333,2.8701,2.55102,-2.7973,2.78206,0.0757603
17.732,2.56307,-2.823,2.8692,2.54981,-2.79685,2.77609,0.0808303
17.752,2.56252,-2.82298,2.8679,2.54909,-2.79657,2.77251,0.0831123
17.762,2.56202,-2.82297,2.8664,2.54669,-2.79563,2.76057,0.0935523
17.785,2.56118,-2.82287,2.8645,2.54637,-2.79551,2.75898,0.0932443
17.793,2.56081,-2.82275,2.8644,2.54541,-2.79512,2.7542,0.0979203
17.801,2.56045,-2.82257,2.8648,2.54525,-2.79505,2.75341,0.0991163
17.813,2.56006,-2.82234,2.8653,2.54406,-2.79456,2.74744,0.105586
17.824,2.5596,-2.82207,2.8653,2.54176,-2.7936,2.73589,0.117128
17.865,2.55703,-2.82141,2.8504,2.5401,-2.79289,2.72754,0.110586
17.875,2.55636,-2.82142,2.844,2.5379,-2.79191,2.71639,0.11533
17.916,2.5541,-2.82113,2.8254,2.53625,-2.79116,2.70803,0.105088
17.926,2.55368,-2.82089,2.8234,2.53399,-2.79011,2.69649,0.11463
17.946,2.55329,-2.82061,2.8221,2.53376,-2.79,2.6953,0.114524
17.949,2.55286,-2.82029,2.8205,2.5336,-2.78992,2.6945,0.11372
17.951,2.55241,-2.82002,2.8184,2.53329,-2.78978,2.69291,0.113212
17.967,2.55193,-2.81978,2.8154,2.53128,-2.7888,2.68256,0.12056
17.987,2.55026,-2.81938,2.8027,2.53013,-2.78823,2.67659,0.11383
17.997,2.54964,-2.81929,2.7979,2.52961,-2.78797,2.67619,0.109428
18.018,2.54901,-2.81917,2.7932,2.52818,-2.78725,2.67619,0.104728
18.048,2.54729,-2.81876,2.7819,2.52739,-2.78686,2.67619,0.0934283
18.051,2.54683,-2.81862,2.7791,2.52725,-2.78678,2.67619,0.0906283
18.069,2.54642,-2.81844,2.7762,2.52592,-2.78612,2.67619,0.0877283
18.081,2.54568,-2.818,2.7693,2.52553,-2.78592,2.67619,0.0808283
18.1,2.54531,-2.81778,2.7652,2.52489,-2.7856,2.67619,0.0767283
18.11,2.54449,-2.81744,2.7561,2.52354,-2.78492,2.67619,0.0676283
18.13,2.54344,-2.81716,2.7474,2.5231,-2.7847,2.67619,0.0589283
18.151,2.54283,-2.81696,2.7436,2.52248,-2.78439,2.67619,0.0551283
18.181,2.54103,-2.81614,2.7349,2.52156,-2.78393,2.67619,0.0464283
18.185,2.54056,-2.8159,2.7323,2.52156,-2.78393,2.67619,0.0438283
18.202,2.54015,-2.81575,2.7292,2.5204,-2.78334,2.67619,0.0407283
18.222,2.5393,-2.81566,2.7204,2.51977,-2.78303,2.67619,0.0319283
18.253,2.5381,-2.81554,2.7044,2.51818,-2.78223,2.67619,0.0159283
18.274,2.53712,-2.81485,2.6963,2.51741,-2.78184,2.67619,0.00782832
18.284,2.53695,-2.81451,2.6972,2.51698,-2.78162,2.67619,0.00872832
18.294,2.53689,-2.81415,2.6996,2.51553,-2.7809,2.67619,0.0111283
18.345,2.53771,-2.81384,2.7127,2.51326,-2.77976,2.67619,0.0242283
18.364,2.53794,-2.81411,2.7129,2.51316,-2.77971,2.67619,0.0244283
18.366,2.53813,-2.81444,2.7121,2.51307,-2.77966,2.67619,0.0236283
18.368,2.53828,-2.81478,2.7105,2.51283,-2.77954,2.67619,0.0220283
18.376,2.53836,-2.81512,2.7084,2.51225,-2.77925,2.67619,0.0199283
18.396,2.53836,-2.8154,2.7061,2.51085,-2.77855,2.67619,0.0176283
18.414,2.53829,-2.81558,2.7041,2.5107,-2.77847,2.67619,0.0156283
18.417,2.53815,-2.81564,2.7026,2.51061,-2.77842,2.67619,0.0141283
18.419,2.53797,-2.81558,2.7019,2.51046,-2.77835,2.67619,0.0134283
18.437,2.53775,-2.8154,2.7018,2.50911,-2.77767,2.67619,0.0133283
18.45,2.53731,-2.81491,2.703,2.50887,-2.77755,2.67619,0.0145283
18.457,2.53717,-2.81463,2.7041,2.50843,-2.77733,2.67619,0.0156283
18.468,2.53709,-2.81436,2.7053,2.50805,-2.77714,2.67619,0.0168283
18.488,2.53707,-2.81415,2.7064,2.50684,-2.77653,2.67619,0.0179283
18.497,2.53711,-2.81402,2.7073,2.50675,-2.77649,2.67619,0.0188283
18.509,2.53717,-2.81395,2.7078,2.50612,-2.77617,2.67619,0.0193283
18.512,2.53725,-2.81392,2.7081,2.50602,-2.77612,2.67619,0.0196283
18.529,2.53732,-2.81393,2.708,2.50462,-2.77542,2.67619,0.0195283
18.543,2.53734,-2.81394,2.7078,2.50448,-2.77535,2.67619,0.0193283
18.546,2.5373,-2.81396,2.7074,2.50438,-2.7753,2.67619,0.0189283
18.549,2.53718,-2.81398,2.7068,2.50395,-2.77508,2.67619,0.0183283
18.56,2.53699,-2.814,2.706,2.50342,-2.77481,2.67619,0.0175283
18.58,2.53673,-2.814,2.7052,2.50206,-2.77414,2.67619,0.0167283
18.596,2.53641,-2.81397,2.7043,2.50197,-2.77409,2.67619,0.0158283
18.6,2.53605,-2.81391,2.7035,2.50168,-2.77394,2.67619,0.0150283
18.611,2.53568,-2.81384,2.7028,2.501,-2.7736,2.67619,0.0143283
18.618,2.5353,-2.81374,2.7023,2.50066,-2.77343,2.67619,0.0138283
18.631,2.53494,-2.8136,2.702,2.49966,-2.77293,2.67619,0.0135283
18.646,2.53457,-2.81343,2.7018,2.49948,-2.77284,2.67619,0.0133283
18.651,2.5342,-2.81323,2.7019,2.49905,-2.77262,2.67619,0.0134283
18.672,2.53382,-2.81302,2.7018,2.49787,-2.77203,2.67619,0.0133283
18.684,2.53342,-2.81277,2.7016,2.49777,-2.77198,2.67619,0.0131283
18.713,2.53131,-2.8121,2.7011,2.49564,-2.77091,2.67619,0.0126283
18.731,2.53094,-2.81198,2.701,2.49554,-2.77086,2.67619,0.0125283
